LSOA code (2011),LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs),Income Score (rate),Income Rank (where 1 is most deprived),Income Decile (where 1 is most deprived 10% of LSOAs),Employment Score (rate),Employment Rank (where 1 is most deprived),Employment Decile (where 1 is most deprived 10% of LSOAs),"Education, Skills and Training Score","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)",Health Deprivation and Disability Score,Health Deprivation and Disability Rank (where 1 is most deprived),Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs),Crime Score,Crime Rank (where 1 is most deprived),Crime Decile (where 1 is most deprived 10% of LSOAs),Barriers to Housing and Services Score,Barriers to Housing and Services Rank (where 1 is most deprived),Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs),Living Environment Score,Living Environment Rank (where 1 is most deprived),Living Environment Decile (where 1 is most deprived 10% of LSOAs)
E01000096,Barking and Dagenham 022D,E09000002,Barking and Dagenham,40.926,3997.000,2.000,0.259,3651.000,2.000,0.135,7977.000,3.000,34.307,7010.000,3.000,0.008,15882.000,5.000,1.284,1816.000,1.000,48.317,534.000,1.000,29.982,8823.000,3.000
E01000097,Barking and Dagenham 023C,E09000002,Barking and Dagenham,38.009,4866.000,2.000,0.223,5351.000,2.000,0.131,8344.000,3.000,32.926,7462.000,3.000,0.808,5831.000,2.000,0.468,9503.000,3.000,47.096,692.000,1.000,28.566,9628.000,3.000
E01000098,Barking and Dagenham 023D,E09000002,Barking and Dagenham,39.405,4455.000,2.000,0.239,4575.000,2.000,0.159,5822.000,2.000,31.389,8040.000,3.000,0.443,9792.000,3.000,0.911,4288.000,2.000,43.482,1332.000,1.000,28.673,9574.000,3.000
E01000099,Barking and Dagenham 023E,E09000002,Barking and Dagenham,29.266,8373.000,3.000,0.174,8476.000,3.000,0.105,11800.000,4.000,25.037,10808.000,4.000,0.214,12858.000,4.000,0.008,16553.000,6.000,47.111,688.000,1.000,26.795,10685.000,4.000
E01000100,Barking and Dagenham 004B,E09000002,Barking and Dagenham,31.830,7152.000,3.000,0.160,9665.000,3.000,0.117,10100.000,4.000,29.622,8731.000,3.000,0.106,14418.000,5.000,0.634,7277.000,3.000,42.938,1444.000,1.000,38.207,4920.000,2.000
E01000101,Barking and Dagenham 004C,E09000002,Barking and Dagenham,40.463,4126.000,2.000,0.254,3849.000,2.000,0.154,6223.000,2.000,28.988,8974.000,3.000,0.464,9545.000,3.000,0.832,5094.000,2.000,43.290,1362.000,1.000,37.223,5302.000,2.000
E01000102,Barking and Dagenham 007G,E09000002,Barking and Dagenham,42.631,3557.000,2.000,0.275,3043.000,1.000,0.175,4646.000,2.000,23.976,11364.000,4.000,0.684,7036.000,3.000,0.762,5806.000,2.000,44.376,1167.000,1.000,33.800,6799.000,3.000
E01000103,Barking and Dagenham 014A,E09000002,Barking and Dagenham,32.894,6708.000,3.000,0.180,8028.000,3.000,0.113,10618.000,4.000,26.208,10205.000,4.000,0.427,9979.000,4.000,0.580,7987.000,3.000,50.872,227.000,1.000,20.068,15230.000,5.000
E01000104,Barking and Dagenham 014B,E09000002,Barking and Dagenham,34.672,6002.000,2.000,0.222,5419.000,2.000,0.134,8092.000,3.000,31.664,7929.000,3.000,0.276,11958.000,4.000,0.131,14637.000,5.000,50.107,304.000,1.000,18.066,16764.000,6.000
E01000105,Barking and Dagenham 014C,E09000002,Barking and Dagenham,44.149,3229.000,1.000,0.246,4221.000,2.000,0.165,5349.000,2.000,36.132,6402.000,2.000,0.932,4774.000,2.000,1.039,3225.000,1.000,47.240,670.000,1.000,25.589,11416.000,4.000
E01000106,Barking and Dagenham 014D,E09000002,Barking and Dagenham,43.523,3355.000,2.000,0.275,3032.000,1.000,0.167,5211.000,2.000,27.219,9725.000,3.000,0.636,7543.000,3.000,0.786,5569.000,2.000,51.428,180.000,1.000,26.265,11010.000,4.000
E01000107,Barking and Dagenham 010C,E09000002,Barking and Dagenham,28.332,8865.000,3.000,0.151,10392.000,4.000,0.095,13329.000,5.000,29.324,8851.000,3.000,0.579,8175.000,3.000,-0.027,17090.000,6.000,44.429,1156.000,1.000,22.813,13252.000,5.000
E01000108,Barking and Dagenham 010D,E09000002,Barking and Dagenham,28.166,8940.000,3.000,0.171,8694.000,3.000,0.104,11946.000,4.000,20.596,13397.000,5.000,0.158,13637.000,5.000,0.183,13794.000,5.000,41.045,1914.000,1.000,35.136,6178.000,2.000
E01000109,Barking and Dagenham 004D,E09000002,Barking and Dagenham,25.691,10373.000,4.000,0.120,13637.000,5.000,0.084,15539.000,5.000,22.485,12247.000,4.000,-0.199,19119.000,6.000,0.891,4478.000,2.000,39.755,2272.000,1.000,34.149,6609.000,3.000
E01000110,Barking and Dagenham 002C,E09000002,Barking and Dagenham,17.741,16365.000,5.000,0.112,14678.000,5.000,0.078,16725.000,6.000,12.848,19168.000,6.000,-0.002,16046.000,5.000,-0.312,21211.000,7.000,32.872,5156.000,2.000,20.544,14867.000,5.000
E01000111,Barking and Dagenham 002D,E09000002,Barking and Dagenham,28.903,8544.000,3.000,0.174,8457.000,3.000,0.111,10920.000,4.000,20.878,13216.000,5.000,0.187,13246.000,5.000,0.313,11745.000,4.000,44.339,1179.000,1.000,26.789,10690.000,4.000
E01000112,Barking and Dagenham 002E,E09000002,Barking and Dagenham,24.743,10925.000,4.000,0.129,12627.000,4.000,0.065,19995.000,7.000,18.969,14420.000,5.000,-0.324,21026.000,7.000,0.602,7729.000,3.000,43.159,1404.000,1.000,40.766,4026.000,2.000
E01000113,Barking and Dagenham 002F,E09000002,Barking and Dagenham,25.268,10601.000,4.000,0.152,10322.000,4.000,0.081,16043.000,5.000,16.983,15827.000,5.000,-0.122,17933.000,6.000,0.708,6421.000,2.000,42.208,1615.000,1.000,26.945,10582.000,4.000
E01000114,Barking and Dagenham 004E,E09000002,Barking and Dagenham,23.288,11855.000,4.000,0.119,13863.000,5.000,0.074,17792.000,6.000,19.124,14308.000,5.000,-0.117,17851.000,6.000,0.423,10125.000,4.000,40.755,1978.000,1.000,34.274,6563.000,2.000
E01032580,Barking and Dagenham 023F,E09000002,Barking and Dagenham,34.123,6215.000,2.000,0.191,7241.000,3.000,0.132,8299.000,3.000,22.768,12054.000,4.000,0.527,8769.000,3.000,0.892,4470.000,2.000,43.804,1267.000,1.000,24.616,12013.000,4.000
E01033587,Barking and Dagenham 021E,E09000002,Barking and Dagenham,35.019,5880.000,2.000,0.200,6678.000,3.000,0.110,11085.000,4.000,20.416,13528.000,5.000,-0.149,18379.000,6.000,0.669,6865.000,3.000,58.179,22.000,1.000,43.024,3399.000,2.000
E01033588,Barking and Dagenham 021F,E09000002,Barking and Dagenham,35.248,5808.000,2.000,0.219,5616.000,2.000,0.127,8809.000,3.000,23.479,11625.000,4.000,0.505,9037.000,3.000,0.316,11702.000,4.000,54.585,72.000,1.000,19.996,15294.000,5.000
E01000115,Barnet 009A,E09000003,Barnet,6.227,29174.000,9.000,0.055,24852.000,8.000,0.046,26011.000,8.000,3.734,28835.000,9.000,-1.526,31772.000,10.000,-0.545,24388.000,8.000,17.004,20425.000,7.000,18.838,16164.000,5.000
E01000116,Barnet 009B,E09000003,Barnet,7.790,27318.000,9.000,0.074,20597.000,7.000,0.049,25160.000,8.000,3.870,28684.000,9.000,-1.412,31379.000,10.000,-0.430,22839.000,7.000,19.173,17651.000,6.000,18.248,16614.000,6.000
E01000117,Barnet 010A,E09000003,Barnet,9.642,24958.000,8.000,0.071,21222.000,7.000,0.062,21069.000,7.000,6.077,26087.000,8.000,-1.141,29887.000,10.000,-0.168,19170.000,6.000,21.506,14896.000,5.000,17.660,17080.000,6.000
E01000118,Barnet 010B,E09000003,Barnet,9.812,24743.000,8.000,0.077,20191.000,7.000,0.059,21699.000,7.000,8.590,23320.000,8.000,-1.679,32170.000,10.000,-0.206,19710.000,7.000,22.339,13923.000,5.000,16.261,18191.000,6.000
E01000119,Barnet 009C,E09000003,Barnet,11.589,22657.000,7.000,0.078,19862.000,7.000,0.054,23311.000,8.000,3.312,29365.000,9.000,-1.884,32503.000,10.000,0.627,7366.000,3.000,23.519,12644.000,4.000,21.949,13884.000,5.000
E01000120,Barnet 009D,E09000003,Barnet,5.902,29572.000,10.000,0.061,23592.000,8.000,0.036,28933.000,9.000,4.436,27995.000,9.000,-1.580,31931.000,10.000,-0.568,24686.000,8.000,18.977,17894.000,6.000,14.872,19324.000,6.000
E01000121,Barnet 010C,E09000003,Barnet,36.203,5463.000,2.000,0.262,3532.000,2.000,0.194,3444.000,2.000,22.583,12192.000,4.000,0.261,12164.000,4.000,0.336,11408.000,4.000,37.522,3010.000,1.000,13.339,20733.000,7.000
E01000122,Barnet 009E,E09000003,Barnet,10.152,24308.000,8.000,0.071,21201.000,7.000,0.055,23116.000,8.000,2.257,30583.000,10.000,-1.246,30581.000,10.000,-0.622,25342.000,8.000,30.659,6494.000,2.000,21.817,13971.000,5.000
E01000123,Barnet 010D,E09000003,Barnet,11.048,23278.000,8.000,0.075,20571.000,7.000,0.049,24914.000,8.000,8.519,23385.000,8.000,-1.062,29311.000,9.000,-0.684,26038.000,8.000,34.632,4252.000,2.000,15.659,18691.000,6.000
E01000124,Barnet 010E,E09000003,Barnet,23.589,11634.000,4.000,0.166,9081.000,3.000,0.128,8789.000,3.000,14.674,17610.000,6.000,-0.593,24615.000,8.000,0.491,9189.000,3.000,30.587,6538.000,2.000,20.768,14719.000,5.000
E01000125,Barnet 024A,E09000003,Barnet,26.704,9759.000,3.000,0.179,8105.000,3.000,0.088,14613.000,5.000,23.785,11445.000,4.000,-0.615,24898.000,8.000,0.586,7913.000,3.000,45.911,904.000,1.000,20.582,14835.000,5.000
E01000126,Barnet 026A,E09000003,Barnet,33.625,6407.000,2.000,0.243,4366.000,2.000,0.152,6354.000,2.000,13.210,18871.000,6.000,-0.077,17202.000,6.000,-0.164,19092.000,6.000,51.181,201.000,1.000,24.433,12134.000,4.000
E01000127,Barnet 024B,E09000003,Barnet,27.543,9275.000,3.000,0.193,7125.000,3.000,0.129,8594.000,3.000,21.348,12944.000,4.000,-0.495,23367.000,8.000,0.424,10103.000,4.000,37.588,2978.000,1.000,22.920,13192.000,5.000
E01000128,Barnet 024C,E09000003,Barnet,27.055,9555.000,3.000,0.171,8718.000,3.000,0.103,12046.000,4.000,22.529,12220.000,4.000,-0.346,21389.000,7.000,0.957,3869.000,2.000,34.708,4215.000,2.000,27.146,10444.000,4.000
E01000129,Barnet 024D,E09000003,Barnet,31.000,7554.000,3.000,0.214,5873.000,2.000,0.110,11084.000,4.000,23.973,11367.000,4.000,-0.148,18366.000,6.000,1.004,3487.000,2.000,38.657,2603.000,1.000,25.543,11448.000,4.000
E01000130,Barnet 021A,E09000003,Barnet,30.863,7621.000,3.000,0.185,7670.000,3.000,0.118,9925.000,4.000,19.118,14311.000,5.000,-0.331,21139.000,7.000,0.839,5021.000,2.000,43.475,1334.000,1.000,35.288,6102.000,2.000
E01000131,Barnet 024E,E09000003,Barnet,20.904,13623.000,5.000,0.116,14225.000,5.000,0.067,19498.000,6.000,10.900,20987.000,7.000,-0.802,27020.000,9.000,1.133,2608.000,1.000,39.033,2472.000,1.000,20.979,14578.000,5.000
E01000132,Barnet 021B,E09000003,Barnet,25.530,10459.000,4.000,0.187,7554.000,3.000,0.106,11581.000,4.000,22.698,12100.000,4.000,-0.464,22939.000,7.000,0.309,11812.000,4.000,35.397,3895.000,2.000,25.837,11269.000,4.000
E01000133,Barnet 021C,E09000003,Barnet,30.774,7660.000,3.000,0.188,7489.000,3.000,0.159,5788.000,2.000,24.516,11075.000,4.000,-0.059,16936.000,6.000,0.065,15664.000,5.000,40.079,2166.000,1.000,26.720,10732.000,4.000
E01000134,Barnet 024F,E09000003,Barnet,24.669,10969.000,4.000,0.184,7770.000,3.000,0.093,13810.000,5.000,20.260,13625.000,5.000,-0.579,24429.000,8.000,-0.195,19554.000,6.000,42.152,1626.000,1.000,27.225,10405.000,4.000
E01000135,Barnet 038A,E09000003,Barnet,12.523,21585.000,7.000,0.076,20336.000,7.000,0.048,25207.000,8.000,4.357,28090.000,9.000,-1.087,29489.000,9.000,0.385,10680.000,4.000,25.516,10648.000,4.000,33.536,6935.000,3.000
E01000136,Barnet 038B,E09000003,Barnet,8.960,25840.000,8.000,0.037,29403.000,9.000,0.020,32200.000,10.000,0.946,32080.000,10.000,-1.930,32547.000,10.000,0.188,13707.000,5.000,27.615,8749.000,3.000,36.198,5733.000,2.000
E01000137,Barnet 041A,E09000003,Barnet,28.786,8611.000,3.000,0.235,4769.000,2.000,0.145,7065.000,3.000,8.140,23802.000,8.000,0.077,14846.000,5.000,0.348,11200.000,4.000,33.329,4917.000,2.000,22.835,13240.000,5.000
E01000138,Barnet 040A,E09000003,Barnet,27.860,9114.000,3.000,0.178,8210.000,3.000,0.127,8832.000,3.000,8.449,23460.000,8.000,-0.547,24007.000,8.000,1.066,3016.000,1.000,35.730,3762.000,2.000,31.895,7778.000,3.000
E01000139,Barnet 041B,E09000003,Barnet,12.388,21727.000,7.000,0.082,19148.000,6.000,0.041,27475.000,9.000,4.481,27939.000,9.000,-1.326,30993.000,10.000,0.610,7591.000,3.000,25.608,10558.000,4.000,29.280,9230.000,3.000
E01000140,Barnet 041C,E09000003,Barnet,16.817,17164.000,6.000,0.118,13979.000,5.000,0.078,16748.000,6.000,9.457,22414.000,7.000,-0.914,28092.000,9.000,-0.026,17079.000,6.000,30.188,6833.000,3.000,30.341,8608.000,3.000
E01000141,Barnet 039A,E09000003,Barnet,28.797,8601.000,3.000,0.149,10621.000,4.000,0.083,15544.000,5.000,11.280,20639.000,7.000,-0.736,26316.000,9.000,1.518,998.000,1.000,35.668,3781.000,2.000,52.220,1546.000,1.000
E01000142,Barnet 040B,E09000003,Barnet,16.669,17305.000,6.000,0.126,12982.000,4.000,0.077,17086.000,6.000,8.856,23016.000,8.000,-0.676,25666.000,8.000,-0.373,22062.000,7.000,30.865,6375.000,2.000,28.680,9571.000,3.000
E01000143,Barnet 041D,E09000003,Barnet,31.342,7380.000,3.000,0.239,4534.000,2.000,0.153,6262.000,2.000,16.558,16148.000,5.000,-0.081,17289.000,6.000,0.763,5800.000,2.000,33.531,4795.000,2.000,19.252,15838.000,5.000
E01000144,Barnet 038C,E09000003,Barnet,18.338,15833.000,5.000,0.102,16060.000,5.000,0.082,15795.000,5.000,8.328,23604.000,8.000,-0.906,28028.000,9.000,0.717,6317.000,2.000,31.107,6215.000,2.000,29.170,9289.000,3.000
E01000145,Barnet 037A,E09000003,Barnet,14.626,19310.000,6.000,0.088,18244.000,6.000,0.072,18151.000,6.000,4.679,27693.000,9.000,-1.500,31703.000,10.000,0.196,13588.000,5.000,29.116,7564.000,3.000,32.598,7415.000,3.000
E01000146,Barnet 038D,E09000003,Barnet,18.538,15647.000,5.000,0.103,15846.000,5.000,0.089,14465.000,5.000,4.798,27554.000,9.000,-1.542,31821.000,10.000,0.638,7217.000,3.000,34.561,4289.000,2.000,29.849,8905.000,3.000
E01000147,Barnet 030A,E09000003,Barnet,12.786,21282.000,7.000,0.078,19924.000,7.000,0.040,27874.000,9.000,9.893,21938.000,7.000,-1.990,32596.000,10.000,0.336,11383.000,4.000,27.447,8877.000,3.000,33.415,6999.000,3.000
E01000148,Barnet 030B,E09000003,Barnet,27.671,9213.000,3.000,0.186,7576.000,3.000,0.115,10390.000,4.000,15.794,16751.000,6.000,-0.042,16658.000,6.000,0.009,16537.000,6.000,43.166,1401.000,1.000,29.844,8909.000,3.000
E01000150,Barnet 036A,E09000003,Barnet,15.583,18371.000,6.000,0.106,15457.000,5.000,0.056,22713.000,7.000,9.297,22579.000,7.000,-1.385,31284.000,10.000,-0.033,17184.000,6.000,33.726,4710.000,2.000,33.545,6930.000,3.000
E01000151,Barnet 026B,E09000003,Barnet,38.897,4606.000,2.000,0.332,1383.000,1.000,0.191,3621.000,2.000,18.815,14541.000,5.000,-0.203,19182.000,6.000,0.085,15355.000,5.000,40.945,1948.000,1.000,19.735,15489.000,5.000
E01000152,Barnet 026C,E09000003,Barnet,32.418,6908.000,3.000,0.265,3391.000,2.000,0.144,7125.000,3.000,25.229,10713.000,4.000,-0.552,24090.000,8.000,0.049,15902.000,5.000,44.269,1193.000,1.000,16.001,18424.000,6.000
E01000153,Barnet 026D,E09000003,Barnet,41.649,3826.000,2.000,0.276,3020.000,1.000,0.173,4735.000,2.000,36.066,6415.000,2.000,-0.047,16727.000,6.000,0.872,4658.000,2.000,49.389,407.000,1.000,18.106,16737.000,6.000
E01000154,Barnet 026E,E09000003,Barnet,32.667,6805.000,3.000,0.201,6589.000,3.000,0.141,7428.000,3.000,22.212,12409.000,4.000,0.007,15897.000,5.000,0.827,5150.000,2.000,43.400,1350.000,1.000,22.744,13307.000,5.000
E01000155,Barnet 030D,E09000003,Barnet,20.797,13700.000,5.000,0.135,12048.000,4.000,0.062,20992.000,7.000,12.175,19786.000,7.000,-1.303,30874.000,10.000,-0.128,18553.000,6.000,39.038,2470.000,1.000,47.350,2383.000,1.000
E01000156,Barnet 022A,E09000003,Barnet,8.319,26669.000,9.000,0.075,20480.000,7.000,0.040,27970.000,9.000,1.668,31256.000,10.000,-0.991,28748.000,9.000,-0.158,18997.000,6.000,22.228,14049.000,5.000,19.997,15291.000,5.000
E01000157,Barnet 022B,E09000003,Barnet,12.655,21431.000,7.000,0.089,18020.000,6.000,0.054,23337.000,8.000,10.386,21468.000,7.000,-1.084,29471.000,9.000,-0.281,20763.000,7.000,24.930,11191.000,4.000,32.014,7699.000,3.000
E01000158,Barnet 015A,E09000003,Barnet,19.721,14606.000,5.000,0.130,12554.000,4.000,0.087,14944.000,5.000,10.783,21097.000,7.000,-0.598,24692.000,8.000,0.561,8251.000,3.000,28.160,8292.000,3.000,31.142,8183.000,3.000
E01000159,Barnet 015B,E09000003,Barnet,16.257,17696.000,6.000,0.112,14637.000,5.000,0.077,16967.000,6.000,4.883,27445.000,9.000,-1.287,30795.000,10.000,0.561,8253.000,3.000,32.939,5117.000,2.000,17.393,17292.000,6.000
E01000160,Barnet 015C,E09000003,Barnet,12.121,22025.000,7.000,0.070,21491.000,7.000,0.047,25821.000,8.000,7.531,24450.000,8.000,-1.028,29047.000,9.000,0.463,9589.000,3.000,26.935,9329.000,3.000,26.093,11117.000,4.000
E01000161,Barnet 015D,E09000003,Barnet,14.513,19434.000,6.000,0.109,15071.000,5.000,0.055,23203.000,8.000,3.782,28785.000,9.000,-0.524,23738.000,8.000,0.612,7561.000,3.000,27.508,8832.000,3.000,20.014,15281.000,5.000
E01000162,Barnet 015E,E09000003,Barnet,18.504,15689.000,5.000,0.117,14118.000,5.000,0.098,12852.000,4.000,9.943,21882.000,7.000,-0.479,23118.000,8.000,0.481,9327.000,3.000,24.285,11836.000,4.000,27.187,10428.000,4.000
E01000163,Barnet 022C,E09000003,Barnet,28.541,8744.000,3.000,0.200,6673.000,3.000,0.145,7026.000,3.000,13.328,18746.000,6.000,0.036,15455.000,5.000,0.260,12561.000,4.000,38.055,2815.000,1.000,21.987,13854.000,5.000
E01000164,Barnet 022D,E09000003,Barnet,25.331,10557.000,4.000,0.172,8617.000,3.000,0.107,11407.000,4.000,11.909,20020.000,7.000,-0.666,25537.000,8.000,0.841,4999.000,2.000,36.044,3614.000,2.000,28.698,9562.000,3.000
E01000165,Barnet 022E,E09000003,Barnet,13.258,20782.000,7.000,0.099,16434.000,6.000,0.050,24651.000,8.000,5.196,27089.000,9.000,-1.290,30809.000,10.000,0.198,13551.000,5.000,35.632,3791.000,2.000,16.048,18378.000,6.000
E01000166,Barnet 003A,E09000003,Barnet,14.861,19054.000,6.000,0.105,15602.000,5.000,0.082,15856.000,5.000,7.160,24869.000,8.000,-0.922,28162.000,9.000,0.276,12305.000,4.000,28.957,7702.000,3.000,13.626,20472.000,7.000
E01000167,Barnet 002A,E09000003,Barnet,28.350,8854.000,3.000,0.199,6730.000,3.000,0.125,9073.000,3.000,22.649,12139.000,4.000,0.166,13541.000,5.000,0.516,8847.000,3.000,33.883,4625.000,2.000,18.270,16601.000,6.000
E01000168,Barnet 003B,E09000003,Barnet,6.975,28357.000,9.000,0.050,26071.000,8.000,0.035,29238.000,9.000,3.410,29243.000,9.000,-1.486,31651.000,10.000,-0.095,18057.000,6.000,21.872,14471.000,5.000,21.500,14193.000,5.000
E01000169,Barnet 003C,E09000003,Barnet,13.226,20813.000,7.000,0.086,18500.000,6.000,0.063,20563.000,7.000,4.871,27460.000,9.000,-1.209,30347.000,10.000,0.466,9541.000,3.000,25.427,10718.000,4.000,25.647,11383.000,4.000
E01000170,Barnet 006A,E09000003,Barnet,20.384,14031.000,5.000,0.147,10719.000,4.000,0.114,10414.000,4.000,10.294,21554.000,7.000,-0.625,25024.000,8.000,0.536,8594.000,3.000,22.502,13749.000,5.000,25.376,11534.000,4.000
E01000171,Barnet 006B,E09000003,Barnet,24.261,11210.000,4.000,0.196,6871.000,3.000,0.105,11775.000,4.000,12.300,19665.000,6.000,-0.164,18595.000,6.000,0.288,12123.000,4.000,26.487,9720.000,3.000,33.967,6704.000,3.000
E01000172,Barnet 003D,E09000003,Barnet,8.421,26533.000,9.000,0.075,20565.000,7.000,0.039,28221.000,9.000,2.666,30143.000,10.000,-1.613,32018.000,10.000,-0.743,26715.000,9.000,24.854,11275.000,4.000,25.960,11181.000,4.000
E01000173,Barnet 006C,E09000003,Barnet,9.709,24872.000,8.000,0.081,19433.000,6.000,0.050,24580.000,8.000,5.844,26333.000,9.000,-1.130,29803.000,10.000,-0.085,17910.000,6.000,19.649,17062.000,6.000,23.152,13018.000,4.000
E01000174,Barnet 006D,E09000003,Barnet,16.271,17685.000,6.000,0.128,12760.000,4.000,0.069,19157.000,6.000,8.050,23885.000,8.000,-0.672,25607.000,8.000,-0.248,20317.000,7.000,30.198,6828.000,3.000,29.971,8830.000,3.000
E01000175,Barnet 006E,E09000003,Barnet,7.614,27536.000,9.000,0.052,25718.000,8.000,0.047,25725.000,8.000,2.159,30711.000,10.000,-1.450,31540.000,10.000,0.185,13765.000,5.000,22.205,14085.000,5.000,15.768,18613.000,6.000
E01000176,Barnet 027A,E09000003,Barnet,30.549,7768.000,3.000,0.233,4859.000,2.000,0.136,7899.000,3.000,19.609,14011.000,5.000,-0.459,22882.000,7.000,0.377,10772.000,4.000,44.215,1205.000,1.000,17.867,16934.000,6.000
E01000177,Barnet 029A,E09000003,Barnet,8.263,26742.000,9.000,0.055,25054.000,8.000,0.026,31483.000,10.000,4.627,27761.000,9.000,-1.826,32421.000,10.000,0.031,16208.000,5.000,22.960,13256.000,5.000,29.925,8862.000,3.000
E01000178,Barnet 027B,E09000003,Barnet,8.055,27008.000,9.000,0.058,24124.000,8.000,0.045,26228.000,8.000,1.098,31906.000,10.000,-1.310,30902.000,10.000,-0.150,18895.000,6.000,22.904,13319.000,5.000,23.749,12599.000,4.000
E01000179,Barnet 029B,E09000003,Barnet,8.467,26462.000,9.000,0.064,22746.000,7.000,0.036,29121.000,9.000,2.024,30869.000,10.000,-0.712,26043.000,8.000,-0.087,17939.000,6.000,24.920,11205.000,4.000,19.606,15597.000,5.000
E01000180,Barnet 029C,E09000003,Barnet,14.555,19391.000,6.000,0.130,12478.000,4.000,0.073,17950.000,6.000,4.839,27500.000,9.000,-1.044,29166.000,9.000,-0.257,20452.000,7.000,29.565,7258.000,3.000,19.421,15732.000,5.000
E01000181,Barnet 029D,E09000003,Barnet,8.204,26821.000,9.000,0.058,24244.000,8.000,0.039,28293.000,9.000,0.310,32678.000,10.000,-1.634,32071.000,10.000,0.070,15601.000,5.000,20.819,15696.000,5.000,29.674,9010.000,3.000
E01000182,Barnet 029E,E09000003,Barnet,8.010,27057.000,9.000,0.040,28697.000,9.000,0.032,30147.000,10.000,0.420,32588.000,10.000,-1.738,32281.000,10.000,-0.177,19306.000,6.000,22.913,13308.000,5.000,37.424,5210.000,2.000
E01000183,Barnet 033A,E09000003,Barnet,10.613,23760.000,8.000,0.085,18766.000,6.000,0.047,25825.000,8.000,1.885,31018.000,10.000,-0.676,25664.000,8.000,-0.504,23864.000,8.000,30.174,6841.000,3.000,20.769,14718.000,5.000
E01000184,Barnet 027C,E09000003,Barnet,31.921,7110.000,3.000,0.212,5967.000,2.000,0.141,7398.000,3.000,17.632,15371.000,5.000,-0.186,18934.000,6.000,0.303,11888.000,4.000,43.284,1365.000,1.000,35.661,5952.000,2.000
E01000185,Barnet 029F,E09000003,Barnet,25.824,10299.000,4.000,0.239,4541.000,2.000,0.128,8723.000,3.000,12.502,19497.000,6.000,-0.208,19242.000,6.000,-0.438,22953.000,7.000,32.704,5260.000,2.000,19.475,15701.000,5.000
E01000186,Barnet 014A,E09000003,Barnet,5.195,30326.000,10.000,0.044,27519.000,9.000,0.035,29214.000,9.000,3.442,29202.000,9.000,-1.988,32593.000,10.000,-0.699,26212.000,8.000,19.417,17370.000,6.000,18.927,16097.000,5.000
E01000187,Barnet 014B,E09000003,Barnet,13.015,21042.000,7.000,0.118,13871.000,5.000,0.063,20781.000,7.000,7.661,24295.000,8.000,-0.599,24697.000,8.000,-0.561,24590.000,8.000,27.997,8435.000,3.000,14.508,19649.000,6.000
